Employee ID,Period_Start,Period_End,Phase_Lifting,Phase_Moving,Phase_Placing,Velocity_avg,Velocity_abs,Fatigue or not
2,263,272,0,1,0,-2111.8674,2111.8674,0
1,264,273,0,1,0,1642.3677,1642.3677,0
2,264,273,0,1,0,-2106.26892,2106.26892,0
1,265,274,0,1,0,1673.53365,1673.53365,0
2,265,274,0,1,0,-2087.28762,2087.28762,0
1,266,275,0,1,0,1687.4154,1687.4154,0
2,266,275,0,1,0,-2082.4026,2082.4026,0
1,267,276,0,1,0,-174.9015,174.9015,0
2,267,276,0,1,0,-190.0605,190.0605,0
1,268,277,0,1,0,-160.9503,160.9503,0
2,268,277,0,1,0,-187.40472,187.40472,0
1,269,278,0,1,0,1718.10069,1718.10069,0
2,269,278,0,1,0,-2075.07465,2075.07465,0
1,270,279,0,1,0,-169.0848,169.0848,0
