Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
1,43,1337.5,420.5,209.0,303.0,0.68976897,152.0,50.4,65.3,164.6,136.1,78.6,118.6,7.9,69.7,120.0,171.1,64.0,115.7,57.5,61.9,124.9,0
2,43,1120.0,408.0,176.0,182.0,0.96703297,154.4,97.7,62.8,176.8,88.6,74.3,158.9,59.7,72.5,154.3,117.4,70.2,160.5,14.3,12.8,172.5,0
1,44,1337.0,421.5,210.0,305.0,0.6885246,152.1,50.1,66.7,164.5,136.0,79.5,118.3,7.7,68.5,119.6,171.3,62.8,116.7,56.5,60.8,126.0,0
2,44,1120.0,408.5,176.0,181.0,0.9723757,155.2,95.4,65.3,179.7,89.3,74.6,157.2,58.3,71.0,152.9,118.8,69.3,160.6,14.7,12.8,171.9,0
1,45,1120.0,408.5,174.0,181.0,0.96132594,156.5,94.6,65.6,179.8,89.5,74.5,157.5,59.5,72.7,153.1,117.9,70.6,160.2,15.1,13.2,171.5,0
2,45,1336.5,421.0,211.0,304.0,0.6940789,153.0,47.8,68.1,162.9,136.6,79.1,118.1,6.2,68.1,119.6,172.6,62.6,115.9,57.5,61.8,124.8,0
1,46,1337.0,420.5,210.0,303.0,0.6930693,148.7,54.3,63.3,164.9,135.0,79.9,118.5,9.4,68.7,119.8,169.8,62.3,117.6,55.1,59.3,127.9,0
2,46,1120.0,408.5,174.0,181.0,0.96132594,157.3,95.2,65.4,178.5,88.9,74.2,156.4,58.4,71.2,151.5,119.0,69.1,160.6,14.6,12.8,171.9,0
1,47,1119.0,410.0,174.0,182.0,0.95604396,151.1,97.2,60.4,165.8,96.3,78.4,149.0,56.6,72.0,139.3,126.7,64.3,157.7,17.9,15.4,169.1,0
2,47,1336.5,420.0,209.0,302.0,0.69205296,149.4,53.1,64.3,164.7,135.4,80.1,117.7,8.8,68.4,119.1,170.4,62.0,117.4,55.4,59.6,127.6,0
